"alert_id","event_id","event_type","date","store_id","sku_id","event_risk","kpi_signal","forecast_signal","composite_risk_score","severity","recommended_action","event_ts","emitted_ts","event_to_alert_lag_seconds"
"AL000000000942","EV000000000942","overstock_risk","2025-01-01","ST018","SKU00571","0.64","0.0473","0.0231","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:27:33","93"
"AL000000000943","EV000000000943","overstock_risk","2025-01-01","ST018","SKU00135","0.64","0.0473","0.0377","0.3417","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:08:00","2025-01-01T19:08:49","49"
"AL000000000944","EV000000000944","overstock_risk","2025-01-01","ST018","SKU00391","0.64","0.0473","0.0255","0.3393","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:26:01","121"
"AL000000000945","EV000000000945","overstock_risk","2025-01-01","ST018","SKU00215","0.64","0.0473","0.0218","0.3385","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:38:00","2025-01-01T19:39:17","77"
"AL000000000946","EV000000000946","reorder_trigger","2025-01-01","ST018","SKU00203","0.78","0.0473","0.0294","0.2601","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:24:00","2025-01-01T14:25:21","81"
"AL000000000947","EV000000000947","overstock_risk","2025-01-01","ST018","SKU00453","0.64","0.0473","0.0184","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:45:00","2025-01-01T19:45:15","15"
"AL000000000948","EV000000000948","overstock_risk","2025-01-01","ST018","SKU00076","0.64","0.0473","0.0332","0.3408","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:31:46","46"
"AL000000000949","EV000000000949","overstock_risk","2025-01-01","ST018","SKU00467","0.64","0.0473","0.024","0.339","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:08:00","2025-01-01T19:08:06","6"
"AL000000000950","EV000000000950","reorder_trigger","2025-01-01","ST018","SKU00495","0.78","0.0473","0.1388","0.2819","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:20:00","2025-01-01T14:20:44","44"
"AL000000000951","EV000000000951","reorder_trigger","2025-01-01","ST018","SKU00389","0.78","0.0473","0.0294","0.2601","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:22:00","2025-01-01T14:23:26","86"
"AL000000000952","EV000000000952","overstock_risk","2025-01-01","ST018","SKU00370","0.64","0.0473","0.0251","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:38:26","86"
"AL000000000953","EV000000000953","overstock_risk","2025-01-01","ST018","SKU00207","0.64","0.0473","0.0302","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:30:00","2025-01-01T19:31:55","115"
"AL000000000954","EV000000000954","overstock_risk","2025-01-01","ST018","SKU00136","0.64","0.0473","0.0191","0.338","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:10:00","2025-01-01T19:11:33","93"
"AL000000000955","EV000000000955","overstock_risk","2025-01-01","ST018","SKU00082","0.64","0.0473","0.0166","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:28:00","2025-01-01T19:28:46","46"
"AL000000000956","EV000000000956","overstock_risk","2025-01-01","ST018","SKU00483","0.64","0.0473","0.02","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:35","35"
"AL000000000957","EV000000000957","reorder_trigger","2025-01-01","ST018","SKU00463","0.78","0.0473","0.1238","0.2789","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:28:00","2025-01-01T14:28:32","32"
"AL000000000958","EV000000000958","overstock_risk","2025-01-01","ST018","SKU00561","0.64","0.0473","0.0229","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:42:00","2025-01-01T19:43:38","98"
"AL000000000959","EV000000000959","overstock_risk","2025-01-01","ST018","SKU00031","0.64","0.0473","0.0394","0.3421","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:26:35","95"
"AL000000000960","EV000000000960","overstock_risk","2025-01-01","ST018","SKU00343","0.64","0.0473","0.0359","0.3414","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:49:16","16"
"AL000000000961","EV000000000961","reorder_trigger","2025-01-01","ST018","SKU00285","0.78","0.0473","0.0303","0.2602","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:26:00","2025-01-01T14:27:55","115"
"AL000000000962","EV000000000962","overstock_risk","2025-01-01","ST018","SKU00306","0.64","0.0473","0.02","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:45:00","60"
"AL000000000963","EV000000000963","overstock_risk","2025-01-01","ST018","SKU00142","0.64","0.0473","0.0259","0.3394","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:25:28","88"
"AL000000000964","EV000000000964","overstock_risk","2025-01-01","ST018","SKU00387","0.64","0.0473","0.0646","0.3471","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:05:47","47"
"AL000000000965","EV000000000965","overstock_risk","2025-01-01","ST018","SKU00414","0.64","0.0473","0.0365","0.3415","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:08:00","2025-01-01T19:09:55","115"
"AL000000000966","EV000000000966","reorder_trigger","2025-01-01","ST018","SKU00286","0.78","0.0473","0.0583","0.2659","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:07:00","2025-01-01T14:08:14","74"
"AL000000000967","EV000000000967","overstock_risk","2025-01-01","ST018","SKU00590","0.64","0.0473","0.0338","0.3409","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:10:00","2025-01-01T19:10:23","23"
"AL000000000968","EV000000000968","overstock_risk","2025-01-01","ST018","SKU00277","0.64","0.0473","0.0178","0.3378","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:05:14","14"
"AL000000000969","EV000000000969","overstock_risk","2025-01-01","ST018","SKU00437","0.64","0.0473","0.0384","0.3419","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:20:00","2025-01-01T19:21:05","65"
"AL000000000970","EV000000000970","overstock_risk","2025-01-01","ST018","SKU00009","0.64","0.0473","0.0204","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:27:00","2025-01-01T19:27:32","32"
"AL000000000971","EV000000000971","overstock_risk","2025-01-01","ST018","SKU00558","0.64","0.0473","0.0301","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:09:49","49"
"AL000000000972","EV000000000972","overstock_risk","2025-01-01","ST018","SKU00435","0.64","0.0473","0.0363","0.3414","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:10:00","2025-01-01T19:11:55","115"
"AL000000000973","EV000000000973","overstock_risk","2025-01-01","ST018","SKU00081","0.64","0.0473","0.0179","0.3378","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:03:00","2025-01-01T19:04:55","115"
"AL000000000974","EV000000000974","expiry_risk","2025-01-01","ST018","SKU00246","0.73","0.0473","0.3071","0.5406","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:33:00","2025-01-01T16:35:02","122"
"AL000000000975","EV000000000975","expiry_risk","2025-01-01","ST018","SKU00600","0.73","0.0473","0.0222","0.4836","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:25:00","2025-01-01T16:26:05","65"
"AL000000000976","EV000000000976","overstock_risk","2025-01-01","ST018","SKU00293","0.64","0.0473","0.0204","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:30:33","93"
"AL000000000977","EV000000000977","reorder_trigger","2025-01-01","ST018","SKU00405","0.78","0.0473","0.0908","0.2723","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:15:00","2025-01-01T14:16:58","118"
"AL000000000978","EV000000000978","overstock_risk","2025-01-01","ST019","SKU00145","0.64","0.0473","0.0251","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:27:16","76"
"AL000000000979","EV000000000979","overstock_risk","2025-01-01","ST019","SKU00229","0.64","0.0473","0.019","0.338","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:33:00","2025-01-01T19:33:48","48"
"AL000000000980","EV000000000980","overstock_risk","2025-01-01","ST019","SKU00060","0.64","0.0473","0.0298","0.3401","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:28:00","2025-01-01T19:29:49","109"
"AL000000000981","EV000000000981","overstock_risk","2025-01-01","ST019","SKU00500","0.64","0.0473","0.0261","0.3394","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:39:35","35"
"AL000000000982","EV000000000982","overstock_risk","2025-01-01","ST019","SKU00504","0.64","0.0473","0.023","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:22:11","71"
"AL000000000983","EV000000000983","overstock_risk","2025-01-01","ST019","SKU00155","0.64","0.0473","0.0171","0.3376","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:26:54","114"
"AL000000000984","EV000000000984","overstock_risk","2025-01-01","ST019","SKU00429","0.64","0.0473","0.0124","0.3367","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:30:12","72"
"AL000000000985","EV000000000985","overstock_risk","2025-01-01","ST019","SKU00094","0.64","0.0473","0.0167","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:45:00","2025-01-01T19:45:58","58"
"AL000000000986","EV000000000986","overstock_risk","2025-01-01","ST019","SKU00371","0.64","0.0473","0.0485","0.3439","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:28:00","2025-01-01T19:29:45","105"
"AL000000000987","EV000000000987","overstock_risk","2025-01-01","ST019","SKU00236","0.64","0.0473","0.0295","0.3401","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:14:00","2025-01-01T19:14:10","10"
"AL000000000988","EV000000000988","overstock_risk","2025-01-01","ST019","SKU00518","0.64","0.0473","0.0384","0.3419","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:12:55","115"
"AL000000000989","EV000000000989","reorder_trigger","2025-01-01","ST019","SKU00299","0.78","0.0473","0.0518","0.2645","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:18:00","2025-01-01T14:18:23","23"
"AL000000000990","EV000000000990","overstock_risk","2025-01-01","ST019","SKU00403","0.64","0.0473","0.057","0.3456","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:48:00","2025-01-01T19:49:44","104"
"AL000000000991","EV000000000991","overstock_risk","2025-01-01","ST019","SKU00129","0.64","0.0473","0.0229","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:26:42","42"
"AL000000000992","EV000000000992","overstock_risk","2025-01-01","ST019","SKU00594","0.64","0.0473","0.0196","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:49:37","37"
"AL000000000993","EV000000000993","overstock_risk","2025-01-01","ST019","SKU00445","0.64","0.0473","0.0301","0.3402","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:08:00","2025-01-01T19:09:21","81"
"AL000000000994","EV000000000994","overstock_risk","2025-01-01","ST019","SKU00190","0.64","0.0473","0.0424","0.3427","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:43:00","2025-01-01T19:44:02","62"
"AL000000000995","EV000000000995","overstock_risk","2025-01-01","ST019","SKU00561","0.64","0.0473","0.0187","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:36:00","2025-01-01T19:36:24","24"
"AL000000000996","EV000000000996","overstock_risk","2025-01-01","ST019","SKU00419","0.64","0.0473","0.0292","0.34","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:33:00","2025-01-01T19:34:30","90"
"AL000000000997","EV000000000997","expiry_risk","2025-01-01","ST019","SKU00419","0.73","0.0473","0.0292","0.485","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:10:00","2025-01-01T16:10:24","24"
"AL000000000998","EV000000000998","overstock_risk","2025-01-01","ST019","SKU00408","0.64","0.0473","0.0257","0.3393","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:01:00","2025-01-01T19:02:03","63"
"AL000000000999","EV000000000999","overstock_risk","2025-01-01","ST019","SKU00055","0.64","0.0473","0.0242","0.339","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:33:00","2025-01-01T19:34:59","119"
"AL000000001000","EV000000001000","overstock_risk","2025-01-01","ST019","SKU00198","0.64","0.0473","0.0153","0.3372","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:34:00","2025-01-01T19:35:14","74"
"AL000000001001","EV000000001001","overstock_risk","2025-01-01","ST019","SKU00590","0.64","0.0473","0.0255","0.3393","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:45:00","2025-01-01T19:46:31","91"
"AL000000001002","EV000000001002","overstock_risk","2025-01-01","ST019","SKU00360","0.64","0.0473","0.0248","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:44:16","16"
"AL000000001003","EV000000001003","overstock_risk","2025-01-01","ST019","SKU00535","0.64","0.0473","0.0201","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:09:18","18"
"AL000000001004","EV000000001004","overstock_risk","2025-01-01","ST019","SKU00221","0.64","0.0473","0.0227","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:16:01","61"
"AL000000001005","EV000000001005","overstock_risk","2025-01-01","ST019","SKU00270","0.64","0.0473","0.0226","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:23:31","91"
"AL000000001006","EV000000001006","overstock_risk","2025-01-01","ST019","SKU00281","0.64","0.0473","0.0191","0.338","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:09:30","30"
"AL000000001007","EV000000001007","overstock_risk","2025-01-01","ST019","SKU00582","0.64","0.0473","0.0226","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:41:00","2025-01-01T19:41:32","32"
"AL000000001008","EV000000001008","overstock_risk","2025-01-01","ST019","SKU00210","0.64","0.0473","0.0148","0.3371","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:06:19","79"
"AL000000001009","EV000000001009","overstock_risk","2025-01-01","ST019","SKU00256","0.64","0.0473","0.0552","0.3452","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:43:00","2025-01-01T19:44:52","112"
"AL000000001010","EV000000001010","overstock_risk","2025-01-01","ST019","SKU00330","0.64","0.0473","0.0267","0.3395","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:12:15","75"
"AL000000001011","EV000000001011","overstock_risk","2025-01-01","ST019","SKU00446","0.64","0.0473","0.0309","0.3404","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:16:00","2025-01-01T19:18:03","123"
"AL000000001012","EV000000001012","overstock_risk","2025-01-01","ST019","SKU00511","0.64","0.0473","0.0193","0.338","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:34:00","2025-01-01T19:34:51","51"
"AL000000001013","EV000000001013","overstock_risk","2025-01-01","ST019","SKU00454","0.64","0.0473","0.0407","0.3423","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:32:06","66"
"AL000000001014","EV000000001014","overstock_risk","2025-01-01","ST019","SKU00255","0.64","0.0473","0.0247","0.3391","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:21:54","54"
"AL000000001015","EV000000001015","overstock_risk","2025-01-01","ST019","SKU00292","0.64","0.0473","0.0204","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:46:00","2025-01-01T19:47:16","76"
"AL000000001016","EV000000001016","expiry_risk","2025-01-01","ST019","SKU00292","0.73","0.0473","0.0204","0.4833","medium","Prioritize FEFO transfer and targeted sell-through campaign.","2025-01-01T16:06:00","2025-01-01T16:06:06","6"
"AL000000001017","EV000000001017","overstock_risk","2025-01-01","ST019","SKU00499","0.64","0.0473","0.0244","0.3391","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:11:57","57"
"AL000000001018","EV000000001018","overstock_risk","2025-01-01","ST019","SKU00149","0.64","0.0473","0.0434","0.3429","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:08:00","2025-01-01T19:08:59","59"
"AL000000001019","EV000000001019","overstock_risk","2025-01-01","ST019","SKU00267","0.64","0.0473","0.0404","0.3423","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:34:00","2025-01-01T19:35:24","84"
"AL000000001020","EV000000001020","overstock_risk","2025-01-01","ST019","SKU00435","0.64","0.0473","0.0283","0.3398","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:00:00","2025-01-01T19:01:48","108"
"AL000000001021","EV000000001021","overstock_risk","2025-01-01","ST019","SKU00397","0.64","0.0473","0.0322","0.3406","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:49:53","53"
"AL000000001022","EV000000001022","overstock_risk","2025-01-01","ST019","SKU00148","0.64","0.0473","0.0318","0.3406","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:30:00","2025-01-01T19:31:08","68"
"AL000000001023","EV000000001023","overstock_risk","2025-01-01","ST020","SKU00369","0.64","0.0467","0.0263","0.3393","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:01","61"
"AL000000001024","EV000000001024","overstock_risk","2025-01-01","ST020","SKU00366","0.64","0.0467","0.0162","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:45:37","97"
"AL000000001025","EV000000001025","overstock_risk","2025-01-01","ST020","SKU00356","0.64","0.0467","0.0177","0.3376","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:39:06","6"
"AL000000001026","EV000000001026","overstock_risk","2025-01-01","ST020","SKU00143","0.64","0.0467","0.026","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:26:50","50"
"AL000000001027","EV000000001027","overstock_risk","2025-01-01","ST020","SKU00340","0.64","0.0467","0.0194","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:39:42","42"
"AL000000001028","EV000000001028","overstock_risk","2025-01-01","ST020","SKU00571","0.64","0.0467","0.0168","0.3374","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:45:58","118"
"AL000000001029","EV000000001029","overstock_risk","2025-01-01","ST020","SKU00332","0.64","0.0467","0.0166","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:16:00","2025-01-01T19:16:26","26"
"AL000000001030","EV000000001030","overstock_risk","2025-01-01","ST020","SKU00394","0.64","0.0467","0.0144","0.3369","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:23:00","2025-01-01T19:23:45","45"
"AL000000001031","EV000000001031","overstock_risk","2025-01-01","ST020","SKU00554","0.64","0.0467","0.0434","0.3427","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:32:42","102"
"AL000000001032","EV000000001032","overstock_risk","2025-01-01","ST020","SKU00600","0.64","0.0467","0.0371","0.3414","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:12:20","80"
"AL000000001033","EV000000001033","overstock_risk","2025-01-01","ST020","SKU00026","0.64","0.0467","0.0172","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:09:47","47"
"AL000000001034","EV000000001034","overstock_risk","2025-01-01","ST020","SKU00437","0.64","0.0467","0.0294","0.3399","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:31:57","57"
"AL000000001035","EV000000001035","overstock_risk","2025-01-01","ST020","SKU00591","0.64","0.0467","0.0286","0.3397","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:00:00","2025-01-01T19:01:31","91"
"AL000000001036","EV000000001036","overstock_risk","2025-01-01","ST020","SKU00513","0.64","0.0467","0.0255","0.3391","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:42:00","2025-01-01T19:42:32","32"
"AL000000001037","EV000000001037","overstock_risk","2025-01-01","ST020","SKU00489","0.64","0.0467","0.023","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:10:34","94"
"AL000000001038","EV000000001038","overstock_risk","2025-01-01","ST020","SKU00538","0.64","0.0467","0.0277","0.3396","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:12:00","2025-01-01T19:13:03","63"
"AL000000001039","EV000000001039","overstock_risk","2025-01-01","ST020","SKU00318","0.64","0.0467","0.0384","0.3417","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:03:00","2025-01-01T19:03:22","22"
"AL000000001040","EV000000001040","overstock_risk","2025-01-01","ST020","SKU00485","0.64","0.0467","0.0177","0.3376","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:40:59","119"
"AL000000001041","EV000000001041","overstock_risk","2025-01-01","ST020","SKU00115","0.64","0.0467","0.0183","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:23:00","2025-01-01T19:24:41","101"
"AL000000001042","EV000000001042","overstock_risk","2025-01-01","ST020","SKU00230","0.64","0.0467","0.0202","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:17:00","2025-01-01T19:18:28","88"
"AL000000001043","EV000000001043","overstock_risk","2025-01-01","ST020","SKU00047","0.64","0.0467","0.0213","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:42:00","2025-01-01T19:43:02","62"
"AL000000001044","EV000000001044","overstock_risk","2025-01-01","ST020","SKU00053","0.64","0.0467","0.0277","0.3396","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:09:40","40"
"AL000000001045","EV000000001045","overstock_risk","2025-01-01","ST020","SKU00361","0.64","0.0467","0.0186","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:26:14","74"
"AL000000001046","EV000000001046","overstock_risk","2025-01-01","ST020","SKU00272","0.64","0.0467","0.0367","0.3414","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:47:00","2025-01-01T19:48:26","86"
"AL000000001047","EV000000001047","overstock_risk","2025-01-01","ST020","SKU00349","0.64","0.0467","0.0245","0.3389","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:36","36"
"AL000000001048","EV000000001048","overstock_risk","2025-01-01","ST020","SKU00256","0.64","0.0467","0.0285","0.3397","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:08:00","2025-01-01T19:08:47","47"
"AL000000001049","EV000000001049","overstock_risk","2025-01-01","ST020","SKU00245","0.64","0.0467","0.0228","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:43:00","2025-01-01T19:44:42","102"
"AL000000001050","EV000000001050","reorder_trigger","2025-01-01","ST020","SKU00293","0.78","0.0467","0.0808","0.2702","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:15:00","2025-01-01T14:16:32","92"
"AL000000001051","EV000000001051","overstock_risk","2025-01-01","ST020","SKU00456","0.64","0.0467","0.0183","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:44:41","41"
"AL000000001052","EV000000001052","overstock_risk","2025-01-01","ST020","SKU00595","0.64","0.0467","0.0256","0.3391","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:10:00","2025-01-01T19:12:00","120"
"AL000000001053","EV000000001053","overstock_risk","2025-01-01","ST020","SKU00358","0.64","0.0467","0.0277","0.3396","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:15:09","9"
"AL000000001054","EV000000001054","overstock_risk","2025-01-01","ST020","SKU00521","0.64","0.0467","0.0261","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:32:20","80"
"AL000000001055","EV000000001055","overstock_risk","2025-01-01","ST020","SKU00295","0.64","0.0467","0.0712","0.3483","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:16:41","101"
"AL000000001056","EV000000001056","overstock_risk","2025-01-01","ST020","SKU00467","0.64","0.0467","0.0232","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:31:00","2025-01-01T19:32:25","85"
"AL000000001057","EV000000001057","overstock_risk","2025-01-01","ST020","SKU00007","0.64","0.0467","0.0192","0.3379","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:49:24","24"
"AL000000001058","EV000000001058","overstock_risk","2025-01-01","ST020","SKU00555","0.64","0.0467","0.0452","0.343","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:09:07","7"
"AL000000001059","EV000000001059","overstock_risk","2025-01-01","ST020","SKU00319","0.64","0.0467","0.0179","0.3376","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:10:00","2025-01-01T19:11:38","98"
"AL000000001060","EV000000001060","overstock_risk","2025-01-01","ST020","SKU00037","0.64","0.0467","0.0288","0.3398","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:15","75"
"AL000000001061","EV000000001061","overstock_risk","2025-01-01","ST020","SKU00395","0.64","0.0467","0.0131","0.3366","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:21:47","47"
"AL000000001062","EV000000001062","overstock_risk","2025-01-01","ST020","SKU00218","0.64","0.0467","0.0262","0.3393","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:14:00","2025-01-01T19:15:04","64"
"AL000000001063","EV000000001063","overstock_risk","2025-01-01","ST020","SKU00201","0.64","0.0467","0.0255","0.3391","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:17:00","2025-01-01T19:18:15","75"
"AL000000001064","EV000000001064","overstock_risk","2025-01-01","ST020","SKU00042","0.64","0.0467","0.0301","0.34","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:45:00","2025-01-01T19:45:06","6"
"AL000000001065","EV000000001065","overstock_risk","2025-01-01","ST020","SKU00438","0.64","0.0467","0.0199","0.338","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:40:14","74"
"AL000000001066","EV000000001066","reorder_trigger","2025-01-01","ST020","SKU00343","0.78","0.0467","0.0972","0.2735","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:40:00","2025-01-01T14:40:59","59"
